tweet_id,created_at,date,hour,weekday,username,platform,country,tweet_text_raw,text_clean,likes,retweets,sentiment_score,sentiment
566566881736849725,2023-04-23 00:40:14,2023-04-23,0,Sunday,nicolehenderson,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,715.0,353.0,0.0,Neutral
188235843346513894,2023-03-16 22:46:46,2023-03-16,22,Thursday,vturner,Twitter,Unknown,I love my life!,i love my life,647.0,286.0,0.5,Positive
302655851820535737,2023-03-31 00:08:30,2023-03-31,0,Friday,jimflynn,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,167.0,566.0,0.0,Neutral
600768717918287351,2023-04-01 08:28:17,2023-04-01,8,Saturday,dennis13,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,211.0,54.0,0.0,Neutral
402576002588724223,2023-04-04 13:36:55,2023-04-04,13,Tuesday,wendy43,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,482.0,95.0,-0.5,Negative
163208329249437256,2023-01-28 16:52:58,2023-01-28,16,Saturday,hancocktheresa,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,580.0,155.0,0.0,Neutral
639451616633278148,2023-01-15 16:56:33,2023-01-15,16,Sunday,melissahernandez,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,399.0,854.0,-0.5,Negative
819285813474514099,2023-02-14 14:29:38,2023-02-14,14,Tuesday,cwebb,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,461.0,415.0,0.0,Neutral
410111075163838451,2023-01-23 23:27:57,2023-01-23,23,Monday,randywood,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,214.0,869.0,-0.5,Negative
513572985601595230,2023-03-03 05:15:06,2023-03-03,5,Friday,slevy,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,418.0,812.0,0.0,Neutral
650114627087487654,2023-02-06 08:21:45,2023-02-06,8,Monday,angela59,Twitter,Unknown,This is the best day ever!,this is the best day ever,307.0,761.0,0.5,Positive
975263522043092170,2023-01-19 07:03:13,2023-01-19,7,Thursday,leslie70,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,842.0,605.0,-0.5,Negative
667619818650949231,2023-03-02 09:30:26,2023-03-02,9,Thursday,jameshuang,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,616.0,652.0,-0.5,Negative
852566658685725336,2023-01-07 23:48:17,2023-01-07,23,Saturday,lharris,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,539.0,961.0,0.0,Neutral
569781813748514024,2023-02-24 16:14:19,2023-02-24,16,Friday,jennifertucker,Twitter,Unknown,I love my life!,i love my life,689.0,852.0,0.5,Positive
820997178521035891,2023-01-06 01:18:19,2023-01-06,1,Friday,smithjustin,Twitter,Unknown,I'm so upset right now.,i m so upset right now,31.0,91.0,0.0,Neutral
146131254286089830,2023-03-24 06:16:11,2023-03-24,6,Friday,fmcdaniel,Twitter,Unknown,This is the best day ever!,this is the best day ever,879.0,302.0,0.5,Positive
697603487018383303,2023-02-05 19:57:01,2023-02-05,19,Sunday,ryan25,Twitter,Unknown,This is the best day ever!,this is the best day ever,182.0,854.0,0.5,Positive
251157901289905364,2023-03-09 19:05:27,2023-03-09,19,Thursday,donna03,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,318.0,28.0,-0.5,Negative
579791820260585815,2023-01-27 10:45:20,2023-01-27,10,Friday,frankspencer,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,174.0,104.0,0.0,Neutral
335005802589270981,2023-03-18 07:05:51,2023-03-18,7,Saturday,bradfordjacqueline,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,917.0,584.0,0.0,Neutral
371721855405932211,2023-03-03 01:35:06,2023-03-03,1,Friday,taylortravis,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,151.0,879.0,-0.5,Negative
730928690451855620,2023-04-04 16:32:55,2023-04-04,16,Tuesday,maryjackson,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,102.0,421.0,0.0,Neutral
644115138276373253,2023-01-28 03:36:25,2023-01-28,3,Saturday,wlee,Twitter,Unknown,I'm so upset right now.,i m so upset right now,850.0,756.0,0.0,Neutral
188726999853960261,2023-04-09 05:20:12,2023-04-09,5,Sunday,mitchellbrown,Twitter,Unknown,This is the best day ever!,this is the best day ever,937.0,146.0,0.5,Positive
293189750208222247,2023-03-04 03:31:13,2023-03-04,3,Saturday,jacksonjordan,Twitter,Unknown,I love my life!,i love my life,483.0,394.0,0.5,Positive
499304853839914771,2023-02-06 04:04:03,2023-02-06,4,Monday,dneal,Twitter,Unknown,I'm so upset right now.,i m so upset right now,550.0,845.0,0.0,Neutral
718185170101054435,2023-01-21 08:20:01,2023-01-21,8,Saturday,jasoncross,Twitter,Unknown,I'm so upset right now.,i m so upset right now,567.0,204.0,0.0,Neutral
647422801476499002,2023-04-17 23:47:16,2023-04-17,23,Monday,cyoung,Twitter,Unknown,I'm so upset right now.,i m so upset right now,168.0,329.0,0.0,Neutral
563497088116155017,2023-03-19 07:55:43,2023-03-19,7,Sunday,cathybutler,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,727.0,448.0,-0.5,Negative
394494160402179560,2023-04-06 06:05:22,2023-04-06,6,Thursday,jared84,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,716.0,633.0,0.0,Neutral
548326080802327733,2023-02-28 23:25:32,2023-02-28,23,Tuesday,williampeterson,Twitter,Unknown,I'm so upset right now.,i m so upset right now,978.0,705.0,0.0,Neutral
878596199095863197,2023-03-16 12:49:55,2023-03-16,12,Thursday,gracemills,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,541.0,90.0,-0.5,Negative
832786661542520277,2023-02-09 23:10:00,2023-02-09,23,Thursday,harold44,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,659.0,305.0,-0.5,Negative
833531267995759114,2023-01-15 15:07:46,2023-01-15,15,Sunday,lcarrillo,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,98.0,764.0,0.0,Neutral
154496829050685343,2023-02-27 03:10:05,2023-02-27,3,Monday,barronjill,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,675.0,811.0,-0.5,Negative
460496113497785928,2023-03-07 22:32:44,2023-03-07,22,Tuesday,christy95,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,354.0,191.0,-0.5,Negative
943583189927241074,2023-02-01 23:58:08,2023-02-01,23,Wednesday,porterrichard,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,972.0,550.0,0.0,Neutral
676457545179315306,2023-01-31 22:58:25,2023-01-31,22,Tuesday,canderson,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,17.0,763.0,0.0,Neutral
397420879648946766,2023-02-02 01:23:08,2023-02-02,1,Thursday,vickijenkins,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,803.0,726.0,-0.5,Negative
520719963326330666,2023-01-20 13:25:13,2023-01-20,13,Friday,jlee,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,714.0,572.0,0.0,Neutral
892031561601332732,2023-03-09 03:46:18,2023-03-09,3,Thursday,smithlinda,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,874.0,851.0,0.0,Neutral
985893432457790795,2023-01-06 10:07:47,2023-01-06,10,Friday,joshuarojas,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,150.0,914.0,0.0,Neutral
222114484310730755,2023-04-13 07:07:18,2023-04-13,7,Thursday,erica49,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,274.0,27.0,0.0,Neutral
541966472944663981,2023-01-11 23:09:02,2023-01-11,23,Wednesday,watsonmichael,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,140.0,378.0,0.0,Neutral
162924154811667406,2023-03-10 05:20:48,2023-03-10,5,Friday,eelliott,Twitter,Unknown,This is the best day ever!,this is the best day ever,535.0,928.0,0.5,Positive
149081934583957810,2023-03-26 05:49:50,2023-03-26,5,Sunday,uwalsh,Twitter,Unknown,I'm so upset right now.,i m so upset right now,80.0,866.0,0.0,Neutral
628624455528756626,2023-04-20 15:33:03,2023-04-20,15,Thursday,wallacejermaine,Twitter,Unknown,I love my life!,i love my life,636.0,453.0,0.5,Positive
826986368025300217,2023-02-03 05:08:21,2023-02-03,5,Friday,horntasha,Twitter,Unknown,I love my life!,i love my life,192.0,538.0,0.5,Positive
241623664987816930,2023-03-17 09:59:03,2023-03-17,9,Friday,joshuapowell,Twitter,Unknown,I'm so upset right now.,i m so upset right now,737.0,253.0,0.0,Neutral
930426186311618410,2023-02-25 10:19:57,2023-02-25,10,Saturday,taylorgriffin,Twitter,Unknown,I love my life!,i love my life,493.0,933.0,0.5,Positive
829523749847579498,2023-02-04 20:30:38,2023-02-04,20,Saturday,wmcclure,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,574.0,487.0,-0.5,Negative
912423943468245250,2023-02-23 20:00:46,2023-02-23,20,Thursday,bonnielloyd,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,781.0,47.0,0.0,Neutral
771502330577916700,2023-03-22 10:26:52,2023-03-22,10,Wednesday,camposjames,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,983.0,852.0,0.0,Neutral
622066196195664064,2023-01-10 16:01:58,2023-01-10,16,Tuesday,brandon38,Twitter,Unknown,I'm so upset right now.,i m so upset right now,196.0,634.0,0.0,Neutral
277346307806061080,2023-01-21 12:35:26,2023-01-21,12,Saturday,ijohnson,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,632.0,837.0,0.0,Neutral
714675138503114591,2023-04-01 23:44:27,2023-04-01,23,Saturday,thomas23,Twitter,Unknown,This is the best day ever!,this is the best day ever,70.0,135.0,0.5,Positive
520268789263532636,2023-04-12 06:01:21,2023-04-12,6,Wednesday,fmartin,Twitter,Unknown,I love my life!,i love my life,239.0,372.0,0.5,Positive
529181142216998386,2023-02-25 14:57:35,2023-02-25,14,Saturday,sross,Twitter,Unknown,I'm so upset right now.,i m so upset right now,70.0,347.0,0.0,Neutral
525609728337212470,2023-01-16 06:10:26,2023-01-16,6,Monday,xmiller,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,893.0,354.0,-0.5,Negative
207549488605279082,2023-04-22 09:27:55,2023-04-22,9,Saturday,ugutierrez,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,859.0,937.0,0.0,Neutral
615718643854193981,2023-04-11 00:49:32,2023-04-11,0,Tuesday,djohnson,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,819.0,929.0,-0.5,Negative
298019429103177898,2023-03-14 08:19:12,2023-03-14,8,Tuesday,qday,Twitter,Unknown,I love my life!,i love my life,219.0,262.0,0.5,Positive
703172630403955703,2023-01-23 20:30:49,2023-01-23,20,Monday,timothy59,Twitter,Unknown,I love my life!,i love my life,264.0,774.0,0.5,Positive
566110170870262350,2023-03-23 02:33:55,2023-03-23,2,Thursday,scottowen,Twitter,Unknown,I'm so upset right now.,i m so upset right now,35.0,586.0,0.0,Neutral
781426818484998823,2023-04-06 19:00:17,2023-04-06,19,Thursday,millernicole,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,650.0,337.0,0.0,Neutral
963989380817339835,2023-02-06 23:07:55,2023-02-06,23,Monday,alexa16,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,483.0,134.0,-0.5,Negative
148495384413166683,2023-02-07 13:53:24,2023-02-07,13,Tuesday,annacruz,Twitter,Unknown,I love my life!,i love my life,263.0,132.0,0.5,Positive
619993547937783809,2023-01-23 10:45:10,2023-01-23,10,Monday,rayrandy,Twitter,Unknown,I love my life!,i love my life,618.0,843.0,0.5,Positive
741560023779361473,2023-01-07 14:28:11,2023-01-07,14,Saturday,bshea,Twitter,Unknown,I'm so upset right now.,i m so upset right now,609.0,768.0,0.0,Neutral
862792531404259416,2023-01-23 02:01:37,2023-01-23,2,Monday,elizabethroberts,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,639.0,593.0,-0.5,Negative
977000751224092258,2023-01-15 03:03:18,2023-01-15,3,Sunday,jamesgina,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,795.0,124.0,-0.5,Negative
654450931708770796,2023-03-06 07:48:49,2023-03-06,7,Monday,gbradley,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,645.0,289.0,0.0,Neutral
457907518163449020,2023-04-14 00:41:01,2023-04-14,0,Friday,stephaniejohnson,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,0.0,590.0,0.0,Neutral
613668589078455278,2023-03-02 11:55:46,2023-03-02,11,Thursday,vbrown,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,898.0,498.0,-0.5,Negative
648757443470510984,2023-02-10 23:45:49,2023-02-10,23,Friday,hdavis,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,45.0,76.0,0.0,Neutral
374948036937218484,2023-02-17 04:21:57,2023-02-17,4,Friday,perezsamantha,Twitter,Unknown,I love my life!,i love my life,782.0,878.0,0.5,Positive
244059475851547989,2023-03-07 19:14:14,2023-03-07,19,Tuesday,ujones,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,104.0,893.0,-0.5,Negative
611760379353913316,2023-04-04 22:48:10,2023-04-04,22,Tuesday,ocarpenter,Twitter,Unknown,I love my life!,i love my life,76.0,904.0,0.5,Positive
423216126406971334,2023-01-03 08:17:13,2023-01-03,8,Tuesday,yhernandez,Twitter,Unknown,This is the best day ever!,this is the best day ever,427.0,493.0,0.5,Positive
570955932996900835,2023-02-26 04:20:15,2023-02-26,4,Sunday,lopezjames,Twitter,Unknown,I'm so upset right now.,i m so upset right now,143.0,551.0,0.0,Neutral
858166642948905978,2023-01-14 23:47:35,2023-01-14,23,Saturday,michellesanders,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,622.0,798.0,-0.5,Negative
572574834377392032,2023-04-27 11:32:24,2023-04-27,11,Thursday,mackenzie24,Twitter,Unknown,This is the best day ever!,this is the best day ever,136.0,756.0,0.5,Positive
698825779839856994,2023-04-01 15:03:49,2023-04-01,15,Saturday,nwalker,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,820.0,968.0,0.0,Neutral
435429622738373284,2023-04-20 14:25:25,2023-04-20,14,Thursday,gmejia,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,996.0,630.0,-0.5,Negative
620663246681959888,2023-01-29 05:44:11,2023-01-29,5,Sunday,david47,Twitter,Unknown,I love my life!,i love my life,955.0,822.0,0.5,Positive
876311852588612239,2023-02-02 20:45:24,2023-02-02,20,Thursday,sherryferguson,Twitter,Unknown,I'm so upset right now.,i m so upset right now,575.0,674.0,0.0,Neutral
877711623977509643,2023-04-02 16:46:31,2023-04-02,16,Sunday,qhiggins,Twitter,Unknown,This is the best day ever!,this is the best day ever,13.0,879.0,0.5,Positive
447145230421837922,2023-04-19 20:10:47,2023-04-19,20,Wednesday,maryharper,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,333.0,93.0,-0.5,Negative
397725686948832494,2023-03-20 10:00:42,2023-03-20,10,Monday,crystalnelson,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,239.0,511.0,-0.5,Negative
538231011401877904,2023-02-12 18:34:12,2023-02-12,18,Sunday,englishalbert,Twitter,Unknown,I love my life!,i love my life,661.0,329.0,0.5,Positive
129881721112263008,2023-03-04 22:07:12,2023-03-04,22,Saturday,shannonchapman,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,401.0,635.0,-0.5,Negative
120842832644129685,2023-02-23 20:17:02,2023-02-23,20,Thursday,mdavenport,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,709.0,959.0,0.0,Neutral
891541608605382928,2023-04-02 02:46:40,2023-04-02,2,Sunday,shelly04,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,553.0,869.0,-0.5,Negative
117615852385740214,2023-02-05 21:49:06,2023-02-05,21,Sunday,timothy83,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,106.0,824.0,-0.5,Negative
208528614600926550,2023-01-30 22:36:27,2023-01-30,22,Monday,melissa89,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,140.0,119.0,0.0,Neutral
444401490432076272,2023-02-18 07:57:29,2023-02-18,7,Saturday,milleramy,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,707.0,16.0,0.0,Neutral
391667842602190808,2023-04-09 07:08:22,2023-04-09,7,Sunday,randymosley,Twitter,Unknown,I love my life!,i love my life,477.0,158.0,0.5,Positive
703756046641971386,2023-03-11 17:25:10,2023-03-11,17,Saturday,josephcain,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,382.0,350.0,0.0,Neutral
679294942457393877,2023-02-12 01:28:17,2023-02-12,1,Sunday,oholland,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,674.0,986.0,0.0,Neutral
279729645994764120,2023-04-19 05:59:51,2023-04-19,5,Wednesday,jason88,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,531.0,556.0,-0.5,Negative
165098213655018169,2023-02-12 06:12:01,2023-02-12,6,Sunday,johnsonstephen,Twitter,Unknown,I love my life!,i love my life,56.0,620.0,0.5,Positive
360800915905267027,2023-01-03 04:03:53,2023-01-03,4,Tuesday,igiles,Twitter,Unknown,I love my life!,i love my life,188.0,905.0,0.5,Positive
117779197172837004,2023-02-18 16:11:14,2023-02-18,16,Saturday,teresa81,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,442.0,380.0,-0.5,Negative
485040742866101830,2023-04-13 19:31:06,2023-04-13,19,Thursday,randycollins,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,528.0,41.0,0.0,Neutral
871991858186305037,2023-01-14 04:16:38,2023-01-14,4,Saturday,nicolemadden,Twitter,Unknown,I'm so upset right now.,i m so upset right now,256.0,380.0,0.0,Neutral
224270986362230522,2023-03-14 11:55:29,2023-03-14,11,Tuesday,marilynjuarez,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,481.0,173.0,-0.5,Negative
112266489287086156,2023-03-18 10:21:02,2023-03-18,10,Saturday,mferguson,Twitter,Unknown,This is the best day ever!,this is the best day ever,172.0,447.0,0.5,Positive
108450916419759279,2023-01-21 17:12:55,2023-01-21,17,Saturday,novaksuzanne,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,305.0,225.0,-0.5,Negative
943865605761153204,2023-02-07 19:03:53,2023-02-07,19,Tuesday,benjamin18,Twitter,Unknown,I love my life!,i love my life,331.0,2.0,0.5,Positive
494075360045731479,2023-01-05 10:50:09,2023-01-05,10,Thursday,javier25,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,31.0,992.0,-0.5,Negative
293210637834668867,2023-01-10 23:53:08,2023-01-10,23,Tuesday,htaylor,Twitter,Unknown,I'm so upset right now.,i m so upset right now,667.0,166.0,0.0,Neutral
904175679551919551,2023-03-25 17:39:31,2023-03-25,17,Saturday,joy28,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,536.0,573.0,0.0,Neutral
469026779726278067,2023-04-11 21:42:21,2023-04-11,21,Tuesday,shelby84,Twitter,Unknown,I'm so upset right now.,i m so upset right now,954.0,740.0,0.0,Neutral
772059958909837107,2023-04-14 22:54:34,2023-04-14,22,Friday,mannkatie,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,10.0,989.0,0.0,Neutral
501618473730015829,2023-02-06 14:41:34,2023-02-06,14,Monday,david69,Twitter,Unknown,I love my life!,i love my life,185.0,995.0,0.5,Positive
756743885587669911,2023-04-03 11:55:37,2023-04-03,11,Monday,nicholas89,Twitter,Unknown,This is the best day ever!,this is the best day ever,289.0,963.0,0.5,Positive
134004886804940755,2023-03-25 18:59:58,2023-03-25,18,Saturday,katelyndelacruz,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,1000.0,387.0,-0.5,Negative
179069399120888546,2023-01-26 02:45:54,2023-01-26,2,Thursday,nicholeosborn,Twitter,Unknown,This is the best day ever!,this is the best day ever,701.0,60.0,0.5,Positive
911267322723104717,2023-03-24 15:29:32,2023-03-24,15,Friday,raymondmitchell,Twitter,Unknown,This is the best day ever!,this is the best day ever,147.0,321.0,0.5,Positive
553879041336675424,2023-03-12 14:35:32,2023-03-12,14,Sunday,wilsonrandall,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,956.0,136.0,-0.5,Negative
922693932650879875,2023-02-28 09:19:01,2023-02-28,9,Tuesday,wareolivia,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,938.0,333.0,0.0,Neutral
753548697363862850,2023-03-09 22:49:27,2023-03-09,22,Thursday,zrichardson,Twitter,Unknown,I love my life!,i love my life,935.0,332.0,0.5,Positive
161313774314265334,2023-03-27 21:01:24,2023-03-27,21,Monday,anthony55,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,578.0,575.0,0.0,Neutral
906732203952747893,2023-01-20 11:52:53,2023-01-20,11,Friday,mramirez,Twitter,Unknown,This is the best day ever!,this is the best day ever,922.0,811.0,0.5,Positive
520875016597954937,2023-04-02 08:16:59,2023-04-02,8,Sunday,elliottkevin,Twitter,Unknown,I love my life!,i love my life,973.0,947.0,0.5,Positive
582027305999201340,2023-03-09 12:32:54,2023-03-09,12,Thursday,marksandoval,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,84.0,263.0,0.0,Neutral
592234640619931191,2023-01-17 04:08:01,2023-01-17,4,Tuesday,marilynlee,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,562.0,716.0,-0.5,Negative
384301619673542677,2023-01-05 17:23:52,2023-01-05,17,Thursday,nathan48,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,188.0,149.0,-0.5,Negative
475122491176540875,2023-01-12 09:06:38,2023-01-12,9,Thursday,jmarsh,Twitter,Unknown,I'm so upset right now.,i m so upset right now,127.0,456.0,0.0,Neutral
338547762274659527,2023-03-17 16:56:49,2023-03-17,16,Friday,annegardner,Twitter,Unknown,This is the best day ever!,this is the best day ever,538.0,656.0,0.5,Positive
965983995853498522,2023-02-19 13:37:53,2023-02-19,13,Sunday,brownalan,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,197.0,423.0,0.0,Neutral
428427957298431773,2023-04-22 12:06:12,2023-04-22,12,Saturday,alyssaschmidt,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,789.0,241.0,-0.5,Negative
685827615491412801,2023-01-04 13:38:05,2023-01-04,13,Wednesday,catherinegibbs,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,931.0,979.0,0.0,Neutral
373040746562107411,2023-01-31 06:16:34,2023-01-31,6,Tuesday,kenneththomas,Twitter,Unknown,I love my life!,i love my life,974.0,586.0,0.5,Positive
341509910899430761,2023-01-28 08:40:47,2023-01-28,8,Saturday,alexanderesparza,Twitter,Unknown,This is the best day ever!,this is the best day ever,856.0,400.0,0.5,Positive
467196394435811897,2023-02-14 04:14:02,2023-02-14,4,Tuesday,fwilson,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,354.0,914.0,-0.5,Negative
762547362044552693,2023-02-11 04:49:18,2023-02-11,4,Saturday,qcooke,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,619.0,242.0,-0.5,Negative
395603692070126132,2023-04-08 03:12:49,2023-04-08,3,Saturday,wilsonpatrick,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,356.0,399.0,0.0,Neutral
148588413535805807,2023-02-13 18:38:23,2023-02-13,18,Monday,adam47,Twitter,Unknown,I love my life!,i love my life,447.0,685.0,0.5,Positive
236034524920094386,2023-01-15 09:13:43,2023-01-15,9,Sunday,smithnicole,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,172.0,757.0,0.0,Neutral
804648453402778473,2023-02-20 04:51:32,2023-02-20,4,Monday,angie66,Twitter,Unknown,I love my life!,i love my life,681.0,758.0,0.5,Positive
435773810730569609,2023-03-20 10:44:34,2023-03-20,10,Monday,wigginsbernard,Twitter,Unknown,I love my life!,i love my life,617.0,817.0,0.5,Positive
593573478843439114,2023-03-19 22:53:05,2023-03-19,22,Sunday,qrangel,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,64.0,378.0,0.0,Neutral
320820925675716857,2023-04-11 12:56:14,2023-04-11,12,Tuesday,virginia06,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,687.0,668.0,-0.5,Negative
427899161865222917,2023-01-06 14:08:37,2023-01-06,14,Friday,alexis77,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,363.0,532.0,-0.5,Negative
700052543101154118,2023-03-01 23:27:22,2023-03-01,23,Wednesday,ccross,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,163.0,134.0,-0.5,Negative
960721962000279687,2023-04-03 09:15:03,2023-04-03,9,Monday,bearddebra,Twitter,Unknown,I'm so upset right now.,i m so upset right now,554.0,714.0,0.0,Neutral
321486652804208713,2023-04-15 04:50:17,2023-04-15,4,Saturday,ericrobertson,Twitter,Unknown,This is the best day ever!,this is the best day ever,85.0,299.0,0.5,Positive
235549375049906547,2023-04-26 13:27:09,2023-04-26,13,Wednesday,brandonhill,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,678.0,539.0,-0.5,Negative
299211694063558499,2023-03-07 07:22:49,2023-03-07,7,Tuesday,emorgan,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,871.0,790.0,0.0,Neutral
233247012016137264,2023-04-03 05:37:05,2023-04-03,5,Monday,oobrien,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,468.0,471.0,0.0,Neutral
662175716455468178,2023-01-18 05:24:44,2023-01-18,5,Wednesday,bobbywalker,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,742.0,961.0,0.0,Neutral
917168487363843706,2023-04-16 06:27:19,2023-04-16,6,Sunday,helen11,Twitter,Unknown,This is the best day ever!,this is the best day ever,642.0,340.0,0.5,Positive
661565311490734353,2023-01-17 08:40:33,2023-01-17,8,Tuesday,stephensjohn,Twitter,Unknown,I love my life!,i love my life,561.0,666.0,0.5,Positive
246007533929854939,2023-04-05 10:19:25,2023-04-05,10,Wednesday,nguyentim,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,515.0,136.0,-0.5,Negative
798470684575553268,2023-01-08 17:26:39,2023-01-08,17,Sunday,swalters,Twitter,Unknown,This is the best day ever!,this is the best day ever,992.0,780.0,0.5,Positive
856734546098725952,2023-03-22 02:47:34,2023-03-22,2,Wednesday,whitemanuel,Twitter,Unknown,I'm so upset right now.,i m so upset right now,577.0,816.0,0.0,Neutral
188255574898333847,2023-01-24 14:37:35,2023-01-24,14,Tuesday,thompsonmatthew,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,180.0,610.0,0.0,Neutral
525608871867827547,2023-01-22 12:10:33,2023-01-22,12,Sunday,darryl29,Twitter,Unknown,I love my life!,i love my life,872.0,710.0,0.5,Positive
942307479602980587,2023-01-01 00:24:35,2023-01-01,0,Sunday,fwebb,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,1.0,527.0,-0.5,Negative
